Device Name (ID),Alarm Type,Fleet,Alarm Status,Begin Time,Start position,End Time,End position,Start details,End Details,Start Speed,End Speed,Reporting time,Alarm duration,Re-upload,Process User,Process Time,Process memo,Remark
BHR-823_EVO(9050384580),Storage Error,GAMARRA,Alarm End,21/01/2026 14:23:02,"0.0,0.0",21/01/2026 14:23:02,"0.0,0.0",NO:sd3 ; State:L1_Disk failure ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 14:23:03,0 s,No,,,,Pending
BHR-823_EVO(9050384580),Storage Error,GAMARRA,Alarm End,21/01/2026 14:23:02,"0.0,0.0",21/01/2026 14:23:02,"0.0,0.0",NO:sd2 ; State:L1_Disk failure ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 14:23:03,0 s,No,,,,Pending
V0O-891_EVO4(8045677239),Storage Error,ANTAPACCAY,Alarm End,21/01/2026 14:22:56,"-71.678543,-16.261965",21/01/2026 14:22:56,"-71.678543,-16.261965",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:17,,0.0 km/h,0.0 km/h,21/01/2026 14:22:58,0 s,No,,,,Pending
T8K-947_EVO4(6063459352),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:22:55,"-77.005463,-12.032",21/01/2026 14:22:55,"-77.005463,-12.032",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:16,,60.29 km/h,60.29 km/h,21/01/2026 15:53:44,0 s,Yes,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:22:49,"-79.095627,-7.942773",21/01/2026 14:22:49,"-79.095627,-7.942773",NO:hdd ; State:L3_Cannot overwrite ; satellites:10,,6.82 km/h,6.82 km/h,21/01/2026 14:22:49,0 s,No,,,,Pending
TAD-893_EVO4(9050380588),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:22:47,"-77.070831,-12.004831",21/01/2026 14:22:47,"-77.070831,-12.004831",NO:hdd ; State:L1_Lost ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 14:22:49,0 s,No,,,,Pending
BRD-889_EVO(9053659699),Storage Error,HTP,Alarm End,21/01/2026 14:22:41,"-76.973091,-12.05942",21/01/2026 14:22:41,"-76.973091,-12.05942","NO:HDD ; State:L1_There are too many bad blocks in disk video storage, more than 20% ; satellites:9",,0.0 km/h,0.0 km/h,21/01/2026 14:22:41,0 s,No,,,,Pending
BUO-700_EVO(9050382931),Storage Error,SATURNO CATALINA HUANCA,Alarm End,21/01/2026 14:22:38,"-76.882446,-11.970607",21/01/2026 14:22:38,"-76.882446,-11.970607","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:9",,0.0 km/h,0.0 km/h,21/01/2026 14:22:41,0 s,No,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 14:22:33,"-76.812195,-12.344588",21/01/2026 14:22:33,"-76.812195,-12.344588",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:17,,84.56 km/h,84.56 km/h,21/01/2026 14:22:35,0 s,No,,,,Pending
BNN-837_EVO(6063458875),Storage Error,FAMARO,Alarm End,21/01/2026 14:22:19,"-71.618835,-16.302164",21/01/2026 14:22:19,"-71.618835,-16.302164",NO:sd1 ; State:L1_Damage ; satellites:14,,0.0 km/h,0.0 km/h,21/01/2026 14:22:23,0 s,No,,,,Pending
BND-866_EVO4(9053078833),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:22:15,"-79.093102,-7.948207",21/01/2026 14:22:15,"-79.093102,-7.948207",NO:hdd ; State:L1_Lost ; satellites:17,,50.76 km/h,50.76 km/h,21/01/2026 14:22:16,0 s,No,,,,Pending
BND-866_EVO4(9053078833),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:22:13,"-79.093056,-7.948325",21/01/2026 14:22:13,"-79.093056,-7.948325",NO:hdd ; State:L1_Damage ; satellites:17,,50.65 km/h,50.65 km/h,21/01/2026 14:22:15,0 s,No,,,,Pending
BEY-908_EVO(6063465102),Storage Error,LIBERTAD,Alarm End,21/01/2026 14:22:09,"0.0,0.0",21/01/2026 14:22:09,"0.0,0.0",NO:HDD ; State:L1_Lost ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 14:22:10,0 s,No,,,,Pending
BZR-837_EVO(9053657628),Storage Error,TRANSCORD,Alarm End,21/01/2026 14:22:08,"-76.922325,-12.25557",21/01/2026 14:22:08,"-76.922325,-12.25557","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:14",,68.3 km/h,68.3 km/h,21/01/2026 14:22:10,0 s,No,,,,Pending
VDE-744_EVO(8042338363),Storage Error,HAGEMSA,Alarm End,21/01/2026 14:22:07,"-71.689377,-16.457335",21/01/2026 14:22:07,"-71.689377,-16.457335","NO:hdd ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:15",,44.77 km/h,44.77 km/h,21/01/2026 14:22:53,0 s,No,,,,Pending
C4O-817_EVO(8048847797),Storage Error,INVERTRANS,Alarm End,21/01/2026 14:22:05,"-71.509003,-16.425179",21/01/2026 14:22:05,"-71.509003,-16.425179","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:18",,0.0 km/h,0.0 km/h,21/01/2026 14:22:10,0 s,No,,,,Pending
M7V-708_EVO4(9053081076),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:21:51,"-78.566071,-6.986073",21/01/2026 14:21:51,"-78.566071,-6.986073","NO:hdd ; State:L1_There are too many bad blocks in disk video storage, more than 20% ; satellites:8",,0.0 km/h,0.0 km/h,21/01/2026 14:21:52,0 s,No,,,,Pending
T8E-098_EVO4(8047703272),Storage Error,C. QUINUA,Alarm End,21/01/2026 14:21:51,"-78.51239,-6.97305",21/01/2026 14:21:51,"-78.51239,-6.97305",NO:sd1 ; State:L1_Damage ; satellites:14,,0.0 km/h,0.0 km/h,21/01/2026 14:21:52,0 s,No,,,,Pending
VAC-821_EVO4(9053064403),Storage Error,INGENIEROS,Alarm End,21/01/2026 14:21:45,"-78.481438,-6.987092",21/01/2026 14:21:45,"-78.481438,-6.987092",NO:hdd ; State:L1_Damage ; satellites:15,,22.36 km/h,22.36 km/h,21/01/2026 14:21:47,0 s,No,,,,Pending
M5S-030_EVO4(6063452225),Storage Error,AHORRO,Alarm End,21/01/2026 14:21:42,"-78.532845,-6.977995",21/01/2026 14:21:42,"-78.532845,-6.977995",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:15,,27.01 km/h,27.01 km/h,21/01/2026 14:21:44,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:21:33,"-77.890785,-10.532623",21/01/2026 14:21:33,"-77.890785,-10.532623",NO:hdd ; State:L1_Lost ; satellites:17,,74.62 km/h,74.62 km/h,21/01/2026 14:44:51,0 s,Yes,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:21:31,"-77.890915,-10.532271",21/01/2026 14:21:31,"-77.890915,-10.532271",NO:hdd ; State:L1_Damage ; satellites:17,,74.86 km/h,74.86 km/h,21/01/2026 14:44:51,0 s,Yes,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 14:21:19,"-76.801857,-12.354567",21/01/2026 14:21:19,"-76.801857,-12.354567",NO:sd1 ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:16,,69.89 km/h,69.89 km/h,21/01/2026 14:21:22,0 s,No,,,,Pending
VCW-924_EVO4(9053063777),Storage Error,TRANSMDICAS,Alarm End,21/01/2026 14:21:19,"0.0,0.0",21/01/2026 14:21:19,"0.0,0.0",NO:hdd ; State:L1_Lost ; satellites:0,,0.0 km/h,0.0 km/h,22/01/2026 11:10:33,0 s,Yes,,,,Pending
BKP-781_EVO4(9050384549),Storage Error,RANSA-YANACOCHA,Alarm End,21/01/2026 14:21:18,"-78.411255,-9.299742",21/01/2026 14:21:18,"-78.411255,-9.299742","NO:sd1 ; State:L1_There are too many bad blocks in disk video storage, more than 20% ; satellites:10",,49.65 km/h,49.65 km/h,21/01/2026 14:21:19,0 s,No,,,,Pending
VCW-924_EVO4(9053063777),Storage Error,TRANSMDICAS,Alarm End,21/01/2026 14:21:16,"0.0,0.0",21/01/2026 14:21:16,"0.0,0.0",NO:hdd ; State:L1_Damage ; satellites:0,,0.0 km/h,0.0 km/h,22/01/2026 11:10:33,0 s,Yes,,,,Pending
CAQ-767_EVO4(8045163701),Storage Error,ENGINEERING,Alarm End,21/01/2026 14:20:59,"-71.402267,-14.78852",21/01/2026 14:20:59,"-71.402267,-14.78852",NO:sd1 ; State:L1_Damage ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 14:21:02,0 s,No,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:20:52,"-79.089615,-7.955573",21/01/2026 14:20:52,"-79.089615,-7.955573",NO:hdd ; State:L1_Damage ; satellites:10,,62.65 km/h,62.65 km/h,21/01/2026 14:20:53,0 s,No,,,,Pending
CFK-812_EVO4(9053074691),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:20:52,"-78.549713,-6.992922",21/01/2026 14:20:52,"-78.549713,-6.992922",NO:sd1 ; State:L1_Damage ; satellites:15,,0.0 km/h,0.0 km/h,21/01/2026 14:20:53,0 s,No,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:20:36,"-79.088486,-7.957975",21/01/2026 14:20:36,"-79.088486,-7.957975",NO:hdd ; State:L1_Lost ; satellites:10,,61.86 km/h,61.86 km/h,21/01/2026 14:20:38,0 s,No,,,,Pending
M7V-708_EVO4(9053081076),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:20:32,"-78.566071,-6.986073",21/01/2026 14:20:32,"-78.566071,-6.986073",NO:sd1 ; State:L1_Lost ; satellites:8,,0.0 km/h,0.0 km/h,21/01/2026 14:20:35,0 s,No,,,,Pending
V0O-891_EVO4(8045677239),Storage Error,ANTAPACCAY,Alarm End,21/01/2026 14:20:22,"-71.678635,-16.262697",21/01/2026 14:20:22,"-71.678635,-16.262697",NO:hdd ; State:L1_Lost ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 14:20:23,0 s,No,,,,Pending
BDU-930_EVO4(3070264789),Storage Error,MANCARGO,Alarm End,21/01/2026 14:20:17,"-76.976845,-12.124355",21/01/2026 14:20:17,"-76.976845,-12.124355",NO:hdd ; State:L1_Damage ; satellites:17,,12.46 km/h,12.46 km/h,21/01/2026 14:20:18,0 s,No,,,,Pending
V0O-891_EVO4(8045677239),Storage Error,ANTAPACCAY,Alarm End,21/01/2026 14:20:16,"-71.678635,-16.262697",21/01/2026 14:20:16,"-71.678635,-16.262697",NO:hdd ; State:L1_Damage ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 14:20:17,0 s,No,,,,Pending
M8G-846_EVO4(9053066564),Storage Error,RANSA-YANACOCHA,Alarm End,21/01/2026 14:20:06,"-78.594162,-7.07904",21/01/2026 14:20:06,"-78.594162,-7.07904",NO:hdd ; State:L1_Lost ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 14:20:06,0 s,No,,,,Pending
VEV-804_EVO4(9050384523),Storage Error,DCR-YANACOCHA,Alarm End,21/01/2026 14:20:01,"-78.566322,-6.986347",21/01/2026 14:20:01,"-78.566322,-6.986347",NO:hdd ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 14:20:03,0 s,No,,,,Pending
BSG-816_EVO4(6062890490),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:19:57,"-76.975075,-12.207608",21/01/2026 14:19:57,"-76.975075,-12.207608","NO:hdd ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:17",,70.55 km/h,70.55 km/h,21/01/2026 18:20:42,0 s,Yes,,,,Pending
VAC-821_EVO4(9053064403),Storage Error,INGENIEROS,Alarm End,21/01/2026 14:19:49,"-78.479866,-6.985675",21/01/2026 14:19:49,"-78.479866,-6.985675",NO:hdd ; State:L1_Lost ; satellites:17,,23.84 km/h,23.84 km/h,21/01/2026 14:19:52,0 s,No,,,,Pending
BKK-834_EVO(8047693838),Storage Error,NOATUM,Alarm End,21/01/2026 14:19:39,"-72.85424,-16.548458",21/01/2026 14:19:39,"-72.85424,-16.548458","NO:HDD ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:5",,0.0 km/h,0.0 km/h,21/01/2026 14:31:18,0 s,Yes,,,,Pending
BVC-732_EVO4(8047691154),Storage Error,GEOTEC_YANACOCHA,Alarm End,21/01/2026 14:19:36,"-78.478401,-6.970491",21/01/2026 14:19:36,"-78.478401,-6.970491",NO:sd1 ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 14:19:38,0 s,No,,,,Pending
M8A-725_EVO4(6063459287),Storage Error,SAGITARIO,Alarm End,21/01/2026 14:19:31,"-78.5802,-7.087797",21/01/2026 14:19:31,"-78.5802,-7.087797",NO:sd1 ; State:L1_Lost ; satellites:17,,0.0 km/h,0.0 km/h,21/01/2026 14:19:35,0 s,No,,,,Pending
BVT-947_EVO(9053658436),Storage Error,TRANSCORD,Alarm End,21/01/2026 14:19:29,"-77.125305,-11.987225",21/01/2026 14:19:29,"-77.125305,-11.987225","NO:HDD ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:17",,23.79 km/h,23.79 km/h,21/01/2026 14:19:31,0 s,No,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 14:19:27,"-76.787773,-12.368129",21/01/2026 14:19:27,"-76.787773,-12.368129",NO:hdd ; State:L1_Lost ; satellites:17,,62.62 km/h,62.62 km/h,21/01/2026 14:19:31,0 s,No,,,,Pending
CHC-259_EVO4(6063452464),Storage Error,GRUPO DAVILA,Alarm End,21/01/2026 14:19:25,"-76.787552,-12.368361",21/01/2026 14:19:25,"-76.787552,-12.368361",NO:hdd ; State:L1_Damage ; satellites:17,,64.87 km/h,64.87 km/h,21/01/2026 14:19:27,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:19:23,"-77.901474,-10.511244",21/01/2026 14:19:23,"-77.901474,-10.511244",NO:hdd ; State:L1_Damage ; satellites:17,,78.75 km/h,78.75 km/h,21/01/2026 14:44:47,0 s,Yes,,,,Pending
M6H-613_EVO4(9053066036),Storage Error,CCQ,Alarm End,21/01/2026 14:18:52,"-78.49543,-7.181272",21/01/2026 14:18:52,"-78.49543,-7.181272",NO:hdd ; State:L1_Damage ; satellites:19,,0.0 km/h,0.0 km/h,21/01/2026 14:18:53,0 s,No,,,,Pending
BKI-833_EVO(8045167306),Storage Error,SATURNO ATACOCHA,Alarm End,21/01/2026 14:18:46,"-76.81041,-11.689955",21/01/2026 14:18:46,"-76.81041,-11.689955","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:12",,34.92 km/h,34.92 km/h,21/01/2026 14:18:48,0 s,No,,,,Pending
BBT-751_EVO4(8045156101),Storage Error,Primax_Gas,Alarm End,21/01/2026 14:18:31,"-77.824287,-10.679555",21/01/2026 14:18:31,"-77.824287,-10.679555",NO:sd1 ; State:L1_Damage ; satellites:11,,12.09 km/h,12.09 km/h,21/01/2026 14:18:31,0 s,No,,,,Pending
AYJ-902_EVO(8048853449),Storage Error,CENTENARIO,Alarm End,21/01/2026 14:18:22,"-72.005661,-17.030256",21/01/2026 14:18:22,"-72.005661,-17.030256",NO:hdd ; State:L1_Lost ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 14:18:41,0 s,No,,,,Pending
BSE-825_EVO(9053657917),Storage Error,SERVOSA,Alarm End,21/01/2026 14:18:06,"-71.57399,-16.37533",21/01/2026 14:18:06,"-71.57399,-16.37533",NO:HDD ; State:L3_The disk cannot be mounted ; satellites:6,,0.0 km/h,0.0 km/h,21/01/2026 14:18:08,0 s,No,,,,Pending
M3V-944_EVO4(9053083510),Storage Error,YANACOCHA_CAMIONETAS,Alarm End,21/01/2026 14:18:02,"-78.546104,-6.992447",21/01/2026 14:18:02,"-78.546104,-6.992447",NO:hdd ; State:L1_Lost ; satellites:17,,0.0 km/h,0.0 km/h,21/01/2026 14:18:03,0 s,No,,,,Pending
BND-866_EVO4(9053078833),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:18:01,"-79.07653,-7.9868",21/01/2026 14:18:01,"-79.07653,-7.9868",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:17,,70.33 km/h,70.33 km/h,21/01/2026 14:18:03,0 s,No,,,,Pending
VAC-821_EVO4(9053064403),Storage Error,INGENIEROS,Alarm End,21/01/2026 14:17:51,"-78.484871,-6.983118",21/01/2026 14:17:51,"-78.484871,-6.983118",NO:hdd ; State:L1_Damage ; satellites:16,,27.86 km/h,27.86 km/h,21/01/2026 14:19:49,0 s,No,,,,Pending
BSE-825_EVO(9053657917),Storage Error,SERVOSA,Alarm End,21/01/2026 14:17:45,"-71.574165,-16.375355",21/01/2026 14:17:45,"-71.574165,-16.375355",NO:HDD ; State:L1_Lost ; satellites:6,,6.41 km/h,6.41 km/h,21/01/2026 14:17:46,0 s,No,,,,Pending
M7W-862_EVO4(6063453884),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 14:17:38,"-78.498352,-7.17243",21/01/2026 14:17:38,"-78.498352,-7.17243",NO:hdd ; State:L1_Lost ; satellites:11,,31.56 km/h,31.56 km/h,21/01/2026 14:17:38,0 s,No,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:17:36,"-79.077164,-7.984707",21/01/2026 14:17:36,"-79.077164,-7.984707",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:11,,63.01 km/h,63.01 km/h,21/01/2026 14:17:37,0 s,No,,,,Pending
BLI-834_EVO(9050382253),Storage Error,SATURNO ATACOCHA,Alarm End,21/01/2026 14:17:31,"-77.124153,-12.049176",21/01/2026 14:17:31,"-77.124153,-12.049176",NO:sd1 ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:8,,0.0 km/h,0.0 km/h,21/01/2026 14:17:34,0 s,No,,,,Pending
BLI-834_EVO(9050382253),Storage Error,SATURNO ATACOCHA,Alarm End,21/01/2026 14:17:31,"-77.124153,-12.049176",21/01/2026 14:17:31,"-77.124153,-12.049176",NO:HDD ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:8,,0.0 km/h,0.0 km/h,21/01/2026 14:17:34,0 s,No,,,,Pending
M8A-725_EVO4(6063459287),Storage Error,SAGITARIO,Alarm End,21/01/2026 14:17:26,"-78.577736,-7.09044",21/01/2026 14:17:26,"-78.577736,-7.09044",NO:sd1 ; State:L1_Lost ; satellites:17,,32.37 km/h,32.37 km/h,21/01/2026 14:17:28,0 s,No,,,,Pending
T5U-406_EVO4(9053073370),Storage Error,SAGITARIO,Alarm End,21/01/2026 14:17:23,"-78.530571,-6.99395",21/01/2026 14:17:23,"-78.530571,-6.99395",NO:sd1 ; State:L1_Damage ; satellites:13,,0.0 km/h,0.0 km/h,21/01/2026 14:17:23,0 s,No,,,,Pending
BDU-930_EVO4(3070264789),Storage Error,MANCARGO,Alarm End,21/01/2026 14:17:23,"-76.980804,-12.139502",21/01/2026 14:17:23,"-76.980804,-12.139502",NO:hdd ; State:L1_Lost ; satellites:16,,39.18 km/h,39.18 km/h,21/01/2026 14:17:24,0 s,No,,,,Pending
BVT-947_EVO(9053658436),Storage Error,TRANSCORD,Alarm End,21/01/2026 14:17:21,"-77.125237,-11.996662",21/01/2026 14:17:21,"-77.125237,-11.996662",NO:HDD ; State:L1_Lost ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 14:17:28,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:17:16,"-77.91391,-10.49046",21/01/2026 14:17:16,"-77.91391,-10.49046",NO:hdd ; State:L1_Damage ; satellites:17,,75.42 km/h,75.42 km/h,21/01/2026 14:44:47,0 s,Yes,,,,Pending
BEY-908_EVO(6063465102),Storage Error,LIBERTAD,Alarm End,21/01/2026 14:17:15,"0.0,0.0",21/01/2026 14:17:15,"0.0,0.0",NO:HDD ; State:L1_Damage ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 14:17:18,0 s,No,,,,Pending
M8A-725_EVO4(6063459287),Storage Error,SAGITARIO,Alarm End,21/01/2026 14:17:12,"-78.576683,-7.091323",21/01/2026 14:17:12,"-78.576683,-7.091323",NO:hdd ; State:L3_Cannot overwrite ; satellites:17,,42.64 km/h,42.64 km/h,21/01/2026 14:17:14,0 s,No,,,,Pending
T9K-871_EVO4(6063459212),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:17:12,"-79.075417,-7.99027",21/01/2026 14:17:12,"-79.075417,-7.99027","NO:hdd ; State:L1_Disk video sampling verification failed: Failed when compare key information, after a file is finished ; satellites:17",,63.91 km/h,63.91 km/h,21/01/2026 14:17:14,0 s,No,,,,Pending
BVT-947_EVO(9053658436),Storage Error,TRANSCORD,Alarm End,21/01/2026 14:17:10,"-77.125237,-11.996663",21/01/2026 14:17:10,"-77.125237,-11.996663",NO:HDD ; State:L1_Damage ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 14:17:12,0 s,No,,,,Pending
T9W-892_EVO4(6063461036),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:17:09,"-79.505951,-7.340909",21/01/2026 14:17:09,"-79.505951,-7.340909",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:19,,55.2 km/h,55.2 km/h,21/01/2026 14:17:11,0 s,No,,,,Pending
BSJ-944_EVO(6063465912),Storage Error,HAGEMSA,Alarm End,21/01/2026 14:17:08,"-71.330589,-14.866901",21/01/2026 14:17:08,"-71.330589,-14.866901",NO:sd1 ; State:L1_Lost ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 14:17:10,0 s,No,,,,Pending
BBB-941_EVO4(6063460574),Storage Error,RENOVA,Alarm End,21/01/2026 14:17:08,"-73.291534,-16.353567",21/01/2026 14:17:08,"-73.291534,-16.353567",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:15,,25.62 km/h,25.62 km/h,21/01/2026 14:28:20,0 s,Yes,,,,Pending
T8K-947_EVO4(6063459352),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:16:54,"-76.971222,-12.064272",21/01/2026 14:16:54,"-76.971222,-12.064272",NO:hdd ; State:L1_Lost ; satellites:17,,42.49 km/h,42.49 km/h,21/01/2026 15:53:34,0 s,Yes,,,,Pending
BTI-727_EVO4(8048897735),Storage Error,SECURITAS,Alarm End,21/01/2026 14:16:49,"-78.533539,-6.964387",21/01/2026 14:16:49,"-78.533539,-6.964387",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:18,,16.66 km/h,16.66 km/h,21/01/2026 14:16:49,0 s,No,,,,Pending
BTI-727_EVO4(8048897735),Storage Error,SECURITAS,Alarm End,21/01/2026 14:16:49,"-78.533539,-6.964387",21/01/2026 14:16:49,"-78.533539,-6.964387",NO:sd1 ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:18,,16.66 km/h,16.66 km/h,21/01/2026 14:16:49,0 s,No,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 14:16:46,"-79.074654,-7.992655",21/01/2026 14:16:46,"-79.074654,-7.992655","NO:hdd ; State:L1_There are too many bad blocks in disk video storage, more than 20% ; satellites:11",,69.72 km/h,69.72 km/h,21/01/2026 14:16:45,0 s,No,,,,Pending
BLI-765_EVO(9050383533),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 14:16:44,"-75.989433,-13.080667",21/01/2026 14:16:44,"-75.989433,-13.080667",NO:HDD ; State:L1_Damage ; satellites:5,,0.0 km/h,0.0 km/h,21/01/2026 14:36:49,0 s,Yes,,,,Pending
VAC-821_EVO4(9053064403),Storage Error,INGENIEROS,Alarm End,21/01/2026 14:16:43,"-78.487724,-6.986897",21/01/2026 14:16:43,"-78.487724,-6.986897",NO:sd1 ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:18,,22.38 km/h,22.38 km/h,21/01/2026 14:16:45,0 s,No,,,,Pending
BSG-816_EVO4(6062890490),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:16:42,"-76.960609,-12.233727",21/01/2026 14:16:42,"-76.960609,-12.233727",NO:hdd ; State:L1_Lost ; satellites:16,,73.62 km/h,73.62 km/h,21/01/2026 18:20:41,0 s,Yes,,,,Pending
BND-866_EVO4(9053078833),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:16:40,"-79.07238,-7.999898",21/01/2026 14:16:40,"-79.07238,-7.999898",NO:sd1 ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:17,,63.41 km/h,63.41 km/h,21/01/2026 14:16:41,0 s,No,,,,Pending
BSG-816_EVO4(6062890490),Storage Error,MULTITRAC,Alarm End,21/01/2026 14:16:40,"-76.960434,-12.233811",21/01/2026 14:16:40,"-76.960434,-12.233811",NO:hdd ; State:L1_Damage ; satellites:16,,73.22 km/h,73.22 km/h,21/01/2026 18:20:40,0 s,Yes,,,,Pending
M6H-613_EVO4(9053066036),Storage Error,CCQ,Alarm End,21/01/2026 14:16:39,"-78.49543,-7.181272",21/01/2026 14:16:39,"-78.49543,-7.181272",NO:hdd ; State:L1_Lost ; satellites:19,,0.0 km/h,0.0 km/h,21/01/2026 14:16:41,0 s,No,,,,Pending
M8A-725_EVO4(6063459287),Storage Error,SAGITARIO,Alarm End,21/01/2026 14:16:34,"-78.575554,-7.094059",21/01/2026 14:16:34,"-78.575554,-7.094059",NO:sd1 ; State:L1_Lost ; satellites:17,,42.66 km/h,42.66 km/h,21/01/2026 14:16:38,0 s,No,,,,Pending
M8A-725_EVO4(6063459287),Storage Error,SAGITARIO,Alarm End,21/01/2026 14:16:34,"-78.575554,-7.094059",21/01/2026 14:16:34,"-78.575554,-7.094059",NO:hdd ; State:L1_Lost ; satellites:17,,42.66 km/h,42.66 km/h,21/01/2026 14:16:38,0 s,No,,,,Pending
VAC-821_EVO4(9053064403),Storage Error,INGENIEROS,Alarm End,21/01/2026 14:16:33,"-78.48822,-6.986887",21/01/2026 14:16:33,"-78.48822,-6.986887",NO:hdd ; State:L1_Damage ; satellites:18,,17.35 km/h,17.35 km/h,21/01/2026 14:16:35,0 s,No,,,,Pending
M8A-725_EVO4(6063459287),Storage Error,SAGITARIO,Alarm End,21/01/2026 14:16:24,"-78.574669,-7.09456",21/01/2026 14:16:24,"-78.574669,-7.09456",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:17,,34.72 km/h,34.72 km/h,21/01/2026 14:16:28,0 s,No,,,,Pending
