Device Name (ID),Alarm Type,Fleet,Alarm Status,Begin Time,Start position,End Time,End position,Start details,End Details,Start Speed,End Speed,Reporting time,Alarm duration,Re-upload,Process User,Process Time,Process memo,Remark
CBX-909_EVO(5043026267),Storage Error,NOATUM,Alarm End,21/01/2026 17:44:13,"-73.294655,-16.350044",21/01/2026 17:44:13,"-73.294655,-16.350044","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:11",,16.79 km/h,16.79 km/h,21/01/2026 17:55:45,0 s,Yes,,,,Pending
T6I-475_EVO4(9050383376),Storage Error,DIVINO SALVADOR,Alarm Start,21/01/2026 17:44:11,"-78.52964,-7.115938",,,NO:unknow ; State:L1_Lost ; satellites:11,,31.82 km/h,,21/01/2026 17:44:12,0 s,No,,,,Pending
CCB-733_EVO4(6063461143),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:44:05,"-78.158241,-10.053338",21/01/2026 17:44:05,"-78.158241,-10.053338",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:19,,41.95 km/h,41.95 km/h,21/01/2026 18:50:13,0 s,Yes,,,,Pending
CBM-780_EVO4(9053080813),Storage Error,EL PROGRESO,Alarm End,21/01/2026 17:44:00,"-79.074615,-7.988358",21/01/2026 17:44:00,"-79.074615,-7.988358",NO:hdd ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 17:44:00,0 s,No,,,,Pending
BJS-860_EVO(9050384366),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 17:43:56,"-75.994919,-13.103213",21/01/2026 17:43:56,"-75.994919,-13.103213","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:13",,26.27 km/h,26.27 km/h,21/01/2026 17:48:07,0 s,Yes,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:43:55,"-71.419434,-14.79629",21/01/2026 17:43:55,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:43:58,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:43:54,"-77.338783,-11.45014",21/01/2026 17:43:54,"-77.338783,-11.45014",NO:hdd ; State:L2_Write block failed ; satellites:20,,65.0 km/h,65.0 km/h,21/01/2026 17:43:56,0 s,No,,,,Pending
V9C-705_EVO(6063454643),Storage Error,JULICES,Alarm End,21/01/2026 17:43:54,"-71.293388,-14.349605",21/01/2026 17:43:54,"-71.293388,-14.349605",NO:sd1 ; State:L1_Lost ; satellites:11,,38.72 km/h,38.72 km/h,21/01/2026 17:44:09,0 s,No,,,,Pending
V9C-705_EVO(6063454643),Storage Error,JULICES,Alarm End,21/01/2026 17:43:54,"-71.29348,-14.349698",21/01/2026 17:43:54,"-71.29348,-14.349698",NO:HDD ; State:L1_Lost ; satellites:12,,39.03 km/h,39.03 km/h,21/01/2026 17:44:11,0 s,No,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:43:52,"-79.491455,-7.335417",21/01/2026 17:43:52,"-79.491455,-7.335417",NO:hdd ; State:L1_Lost ; satellites:12,,49.02 km/h,49.02 km/h,21/01/2026 17:43:52,0 s,No,,,,Pending
CCB-733_EVO4(6063461143),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:43:52,"-78.158363,-10.051998",21/01/2026 17:43:52,"-78.158363,-10.051998",NO:hdd ; State:L3_Cannot overwrite ; satellites:19,,40.79 km/h,40.79 km/h,21/01/2026 18:50:13,0 s,Yes,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:43:51,"-71.419434,-14.79629",21/01/2026 17:43:51,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:43:58,0 s,No,,,,Pending
BKM-742_EVO4(6063456135),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:43:50,"-75.094193,-15.224196",21/01/2026 17:43:50,"-75.094193,-15.224196",NO:hdd ; State:L1_Lost ; satellites:21,,0.0 km/h,0.0 km/h,21/01/2026 18:25:17,0 s,Yes,,,,Pending
T0R-932_EVO4(6063452381),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:43:44,"-79.496315,-7.337237",21/01/2026 17:43:44,"-79.496315,-7.337237",NO:hdd ; State:L2_Write block failed ; satellites:18,,54.22 km/h,54.22 km/h,21/01/2026 17:43:44,0 s,No,,,,Pending
T8K-947_EVO4(6063459352),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:43:41,"-77.194771,-11.675141",21/01/2026 17:43:41,"-77.194771,-11.675141",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:13,,50.04 km/h,50.04 km/h,21/01/2026 19:25:50,0 s,Yes,,,,Pending
VDD-807_EVO(8045659179),Storage Error,ELIO,Alarm End,21/01/2026 17:43:38,"-71.401375,-14.807577",21/01/2026 17:43:38,"-71.401375,-14.807577","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:9",,0.0 km/h,0.0 km/h,21/01/2026 17:43:40,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:43:36,"-71.419434,-14.79629",21/01/2026 17:43:36,"-71.419434,-14.79629",NO:HDD ; State:L3_The disk cannot be mounted ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:43:37,0 s,No,,,,Pending
CBM-780_EVO4(9053080813),Storage Error,EL PROGRESO,Alarm End,21/01/2026 17:43:30,"-79.074615,-7.988358",21/01/2026 17:43:30,"-79.074615,-7.988358",NO:hdd ; State:L3_Cannot overwrite ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 17:43:30,0 s,No,,,,Pending
BVQ-268_EVO(5048981441),Storage Error,TPP,Alarm End,21/01/2026 17:43:29,"-72.862709,-16.534782",21/01/2026 17:43:29,"-72.862709,-16.534782","NO:sd3 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:20",,0.0 km/h,0.0 km/h,21/01/2026 18:48:57,0 s,Yes,,,,Pending
BKM-742_EVO4(6063456135),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:43:28,"-75.094193,-15.224196",21/01/2026 17:43:28,"-75.094193,-15.224196",NO:hdd ; State:L1_Damage ; satellites:21,,0.0 km/h,0.0 km/h,21/01/2026 18:25:17,0 s,Yes,,,,Pending
AYI-924_EVO4(9053063173),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 17:43:26,"-79.351341,-7.643245",21/01/2026 17:43:26,"-79.351341,-7.643245",NO:hdd ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:20,,26.34 km/h,26.34 km/h,21/01/2026 17:43:27,0 s,No,,,,Pending
T6C-169_EVO4(6062896794),Storage Error,SAGITARIO,Alarm End,21/01/2026 17:43:22,"-78.487106,-7.177358",21/01/2026 17:43:22,"-78.487106,-7.177358",NO:sd1 ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 17:43:23,0 s,No,,,,Pending
BND-866_EVO4(9053078833),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:43:18,"-79.499031,-7.338322",21/01/2026 17:43:18,"-79.499031,-7.338322",NO:hdd ; State:L1_Lost ; satellites:13,,60.62 km/h,60.62 km/h,21/01/2026 17:43:19,0 s,No,,,,Pending
AUH-927_EVO4(8045149684),Storage Error,Primax_Gas,Alarm End,21/01/2026 17:43:02,"-76.917381,-12.011127",21/01/2026 17:43:02,"-76.917381,-12.011127",NO:sd1 ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 17:43:02,0 s,No,,,,Pending
BKM-742_EVO4(6063456135),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:42:51,"-75.094193,-15.224196",21/01/2026 17:42:51,"-75.094193,-15.224196",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:21,,0.0 km/h,0.0 km/h,21/01/2026 18:25:16,0 s,Yes,,,,Pending
BAI-835_EVO4(6063455566),Storage Error,RENOVA - YANACOCHA,Alarm End,21/01/2026 17:42:47,"-72.662956,-16.653587",21/01/2026 17:42:47,"-72.662956,-16.653587",NO:hdd ; State:L1_Lost ; satellites:15,,42.64 km/h,42.64 km/h,21/01/2026 17:42:48,0 s,No,,,,Pending
T0R-932_EVO4(6063452381),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:42:38,"-79.504936,-7.340537",21/01/2026 17:42:38,"-79.504936,-7.340537",NO:hdd ; State:L1_Damage ; satellites:19,,46.02 km/h,46.02 km/h,21/01/2026 17:42:38,0 s,No,,,,Pending
BLI-834_EVO(9050382253),Storage Error,SATURNO ATACOCHA,Alarm End,21/01/2026 17:42:26,"-77.126732,-12.043063",21/01/2026 17:42:26,"-77.126732,-12.043063","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:11",,10.48 km/h,10.48 km/h,21/01/2026 17:42:27,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:42:20,"-71.419434,-14.79629",21/01/2026 17:42:20,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:42:27,0 s,No,,,,Pending
BWD-802_EVO4(8045165235),Storage Error,RENOVA,Alarm End,21/01/2026 17:42:16,"-72.668755,-16.652479",21/01/2026 17:42:16,"-72.668755,-16.652479",NO:hdd ; State:L3_Cannot overwrite ; satellites:13,,42.27 km/h,42.27 km/h,21/01/2026 17:42:17,0 s,No,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:42:05,"-79.503777,-7.340112",21/01/2026 17:42:05,"-79.503777,-7.340112",NO:hdd ; State:L1_Damage ; satellites:11,,47.82 km/h,47.82 km/h,21/01/2026 17:42:05,0 s,No,,,,Pending
CFR-824_EVO(9050383558),Storage Error,RANSA-YANACOCHA,Alarm End,21/01/2026 17:41:58,"-79.509384,-7.343215",21/01/2026 17:41:58,"-79.509384,-7.343215",NO:sd1 ; State:L1_Lost ; satellites:18,,17.77 km/h,17.77 km/h,21/01/2026 17:41:59,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:41:54,"-71.419434,-14.79629",21/01/2026 17:41:54,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:41:56,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:41:50,"-71.419434,-14.79629",21/01/2026 17:41:50,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:41:56,0 s,No,,,,Pending
T0R-932_EVO4(6063452381),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:41:45,"-79.50927,-7.343015",21/01/2026 17:41:45,"-79.50927,-7.343015",NO:sd1 ; State:L1_Damage ; satellites:19,,15.42 km/h,15.42 km/h,21/01/2026 17:41:45,0 s,No,,,,Pending
T0R-932_EVO4(6063452381),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:41:45,"-79.50927,-7.343015",21/01/2026 17:41:45,"-79.50927,-7.343015",NO:hdd ; State:L1_Damage ; satellites:19,,15.42 km/h,15.42 km/h,21/01/2026 17:41:45,0 s,No,,,,Pending
BLE-849_EVO4(9050382014),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 17:41:45,"-79.508469,-7.342021",21/01/2026 17:41:45,"-79.508469,-7.342021",NO:hdd ; State:L1_Lost ; satellites:11,,34.87 km/h,34.87 km/h,21/01/2026 17:41:46,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:41:44,"-77.354607,-11.441578",21/01/2026 17:41:44,"-77.354607,-11.441578",NO:hdd ; State:L1_Damage ; satellites:20,,46.8 km/h,46.8 km/h,21/01/2026 17:41:57,0 s,No,,,,Pending
BBB-941_EVO4(6063460574),Storage Error,RENOVA,Alarm End,21/01/2026 17:41:36,"-72.669945,-16.652317",21/01/2026 17:41:36,"-72.669945,-16.652317",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:9,,26.76 km/h,26.76 km/h,21/01/2026 17:41:37,0 s,No,,,,Pending
T0R-932_EVO4(6063452381),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:41:34,"-79.509476,-7.34335",21/01/2026 17:41:34,"-79.509476,-7.34335",NO:hdd ; State:L1_Damage ; satellites:19,,17.68 km/h,17.68 km/h,21/01/2026 17:41:35,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:41:34,"-71.419434,-14.79629",21/01/2026 17:41:34,"-71.419434,-14.79629",NO:HDD ; State:L3_The disk cannot be mounted ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:41:36,0 s,No,,,,Pending
BPD-940_EVO4(9053067125),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 17:41:33,"-78.941513,-8.239681",21/01/2026 17:41:33,"-78.941513,-8.239681",NO:hdd ; State:L1_Damage ; satellites:15,,56.4 km/h,56.4 km/h,22/01/2026 05:57:21,0 s,Yes,,,,Pending
BAI-835_EVO4(6063455566),Storage Error,RENOVA - YANACOCHA,Alarm End,21/01/2026 17:41:22,"-72.67057,-16.652159",21/01/2026 17:41:22,"-72.67057,-16.652159",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:10,,21.68 km/h,21.68 km/h,21/01/2026 17:41:28,0 s,No,,,,Pending
BLI-765_EVO(9050383533),Storage Error,SATURNO CEMENTO,Alarm End,21/01/2026 17:41:18,"-76.154579,-13.262339",21/01/2026 17:41:18,"-76.154579,-13.262339",NO:HDD ; State:L1_Damage ; satellites:13,,67.63 km/h,67.63 km/h,21/01/2026 17:46:26,0 s,Yes,,,,Pending
BKV-771_EVO4(9050380562),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:41:15,"-79.508911,-7.342508",21/01/2026 17:41:15,"-79.508911,-7.342508",NO:hdd ; State:L3_Cannot overwrite ; satellites:11,,36.4 km/h,36.4 km/h,21/01/2026 17:41:14,0 s,No,,,,Pending
BND-866_EVO4(9053078833),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:41:14,"-79.508926,-7.343397",21/01/2026 17:41:14,"-79.508926,-7.343397",NO:sd1 ; State:L1_Damage ; satellites:8,,0.0 km/h,0.0 km/h,21/01/2026 17:41:18,0 s,No,,,,Pending
BEY-908_EVO(6063465102),Storage Error,LIBERTAD,Alarm End,21/01/2026 17:41:04,"0.0,0.0",21/01/2026 17:41:04,"0.0,0.0",NO:HDD ; State:L1_Lost ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 17:41:11,0 s,No,,,,Pending
BKM-742_EVO4(6063456135),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:40:49,"-75.094193,-15.224196",21/01/2026 17:40:49,"-75.094193,-15.224196",NO:hdd ; State:L1_Damage ; satellites:21,,0.0 km/h,0.0 km/h,21/01/2026 18:25:16,0 s,Yes,,,,Pending
T8E-098_EVO4(8047703272),Storage Error,C. QUINUA,Alarm End,21/01/2026 17:40:38,"-78.51239,-6.97305",21/01/2026 17:40:38,"-78.51239,-6.97305",NO:sd1 ; State:L1_Damage ; satellites:14,,0.0 km/h,0.0 km/h,21/01/2026 17:40:38,0 s,No,,,,Pending
AYI-924_EVO4(9053063173),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 17:40:36,"-79.363495,-7.622505",21/01/2026 17:40:36,"-79.363495,-7.622505",NO:sd1 ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:20,,53.89 km/h,53.89 km/h,21/01/2026 17:40:36,0 s,No,,,,Pending
VCE-908_EVO4(3072925437),Storage Error,LIMA GAS,Alarm End,21/01/2026 17:40:35,"-71.803017,-16.516045",21/01/2026 17:40:35,"-71.803017,-16.516045",NO:sd1 ; State:L3_Cannot overwrite ; satellites:17,,47.3 km/h,47.3 km/h,21/01/2026 17:40:37,0 s,No,,,,Pending
T7Y-201_EVO4(6062898568),Storage Error,COPEMI,Alarm End,21/01/2026 17:40:32,"-78.478905,-6.97197",21/01/2026 17:40:32,"-78.478905,-6.97197",NO:hdd ; State:L1_Lost ; satellites:20,,0.0 km/h,0.0 km/h,21/01/2026 17:40:33,0 s,No,,,,Pending
T7Y-201_EVO4(6062898568),Storage Error,COPEMI,Alarm End,21/01/2026 17:40:31,"-78.478905,-6.97197",21/01/2026 17:40:31,"-78.478905,-6.97197",NO:hdd ; State:L1_Damage ; satellites:20,,0.0 km/h,0.0 km/h,21/01/2026 17:40:32,0 s,No,,,,Pending
T5N-486_EVO4(9053081829),Storage Error,DEYFOR2,Alarm End,21/01/2026 17:40:29,"-78.5243,-7.133662",21/01/2026 17:40:29,"-78.5243,-7.133662",NO:hdd ; State:L1_Damage ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 17:40:29,0 s,No,,,,Pending
T5N-486_EVO4(9053081829),Storage Error,DEYFOR2,Alarm End,21/01/2026 17:40:24,"-78.5243,-7.133662",21/01/2026 17:40:24,"-78.5243,-7.133662",NO:hdd ; State:L3_The disk cannot be mounted ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 17:40:24,0 s,No,,,,Pending
BRD-889_EVO(9053659699),Storage Error,HTP,Alarm End,21/01/2026 17:40:21,"-76.356575,-13.179242",21/01/2026 17:40:21,"-76.356575,-13.179242",NO:HDD ; State:L1_Lost ; satellites:14,,80.91 km/h,80.91 km/h,21/01/2026 17:40:27,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:40:20,"-71.419434,-14.79629",21/01/2026 17:40:20,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:40:27,0 s,No,,,,Pending
T9K-871_EVO4(6063459212),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:40:18,"-79.509644,-7.343936",21/01/2026 17:40:18,"-79.509644,-7.343936",NO:hdd ; State:L3_Cannot overwrite ; satellites:11,,0.0 km/h,0.0 km/h,21/01/2026 17:40:20,0 s,No,,,,Pending
CCB-733_EVO4(6063461143),Storage Error,TRANSGROUP CAJAM,Alarm End,21/01/2026 17:40:18,"-78.168671,-10.02847",21/01/2026 17:40:18,"-78.168671,-10.02847",NO:hdd ; State:L1_Lost ; satellites:20,,72.2 km/h,72.2 km/h,21/01/2026 18:50:11,0 s,Yes,,,,Pending
T0R-932_EVO4(6063452381),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:40:16,"-79.509773,-7.344065",21/01/2026 17:40:16,"-79.509773,-7.344065",NO:hdd ; State:L1_Lost ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 17:40:16,0 s,No,,,,Pending
T0R-932_EVO4(6063452381),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:40:15,"-79.509773,-7.344065",21/01/2026 17:40:15,"-79.509773,-7.344065",NO:hdd ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 17:40:15,0 s,No,,,,Pending
BRD-889_EVO(9053659699),Storage Error,HTP,Alarm End,21/01/2026 17:40:10,"-76.356468,-13.177045",21/01/2026 17:40:10,"-76.356468,-13.177045",NO:HDD ; State:L1_Damage ; satellites:14,,83.13 km/h,83.13 km/h,21/01/2026 17:40:12,0 s,No,,,,Pending
VDL-913_EVO(8042271259),Storage Error,NOATUM,Alarm End,21/01/2026 17:40:09,"-73.718048,-16.207857",21/01/2026 17:40:09,"-73.718048,-16.207857","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:15",,84.24 km/h,84.24 km/h,21/01/2026 17:40:10,0 s,No,,,,Pending
V9O-784_EVO(8049383206),Storage Error,HAGEMSA,Alarm End,21/01/2026 17:40:00,"-71.788612,-16.525322",21/01/2026 17:40:00,"-71.788612,-16.525322",NO:sd3 ; State:L1_Lost ; satellites:12,,0.0 km/h,0.0 km/h,21/01/2026 17:40:02,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:40:00,"-71.419434,-14.79629",21/01/2026 17:40:00,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:40:03,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:39:56,"-71.419434,-14.79629",21/01/2026 17:39:56,"-71.419434,-14.79629",NO:HDD ; State:L1_Damage ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:40:03,0 s,No,,,,Pending
AYI-924_EVO4(9053063173),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 17:39:55,"-79.366081,-7.617157",21/01/2026 17:39:55,"-79.366081,-7.617157",NO:hdd ; State:L1_Lost ; satellites:20,,64.12 km/h,64.12 km/h,21/01/2026 17:39:55,0 s,No,,,,Pending
T7X-319_EVO4(6063458545),Storage Error,JUCASA,Alarm End,21/01/2026 17:39:43,"-78.590332,-7.068948",21/01/2026 17:39:43,"-78.590332,-7.068948",NO:hdd ; State:L3_Cannot overwrite ; satellites:15,,42.34 km/h,42.34 km/h,21/01/2026 17:41:27,0 s,No,,,,Pending
BNN-837_EVO(6063458875),Storage Error,FAMARO,Alarm End,21/01/2026 17:39:42,"-71.67662,-16.263201",21/01/2026 17:39:42,"-71.67662,-16.263201",NO:sd1 ; State:L1_Damage ; satellites:10,,5.88 km/h,5.88 km/h,21/01/2026 22:29:35,0 s,Yes,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:39:41,"-71.419434,-14.79629",21/01/2026 17:39:41,"-71.419434,-14.79629",NO:HDD ; State:L3_The disk cannot be mounted ; satellites:10,,0.0 km/h,0.0 km/h,21/01/2026 17:39:43,0 s,No,,,,Pending
VCE-908_EVO4(3072925437),Storage Error,LIMA GAS,Alarm End,21/01/2026 17:39:35,"-71.797089,-16.519436",21/01/2026 17:39:35,"-71.797089,-16.519436",NO:sd1 ; State:L3_Cannot overwrite ; satellites:16,,55.35 km/h,55.35 km/h,21/01/2026 17:39:36,0 s,No,,,,Pending
T5N-486_EVO4(9053081829),Storage Error,DEYFOR2,Alarm End,21/01/2026 17:39:32,"-78.5243,-7.133662",21/01/2026 17:39:32,"-78.5243,-7.133662",NO:hdd ; State:L1_Lost ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 17:39:31,0 s,No,,,,Pending
V9Q-842_EVO(5047556988),Storage Error,TRANSDIVE,Alarm End,21/01/2026 17:39:26,"-71.419434,-14.79629",21/01/2026 17:39:26,"-71.419434,-14.79629","NO:sd1 ; State:L3_Disk invalid block: Judge the video partition, at the beginning of formatting, or when the key information of the corresponding file is updated later ; satellites:10",,0.0 km/h,0.0 km/h,21/01/2026 17:39:27,0 s,No,,,,Pending
BAN-786_EVO4(8045473902),Storage Error,Primax_Gas,Alarm End,21/01/2026 17:39:24,"-76.868332,-12.110055",21/01/2026 17:39:24,"-76.868332,-12.110055",NO:sd1 ; State:L1_Damage ; satellites:9,,0.0 km/h,0.0 km/h,21/01/2026 17:39:25,0 s,No,,,,Pending
BLI-834_EVO(9050382253),Storage Error,SATURNO ATACOCHA,Alarm End,21/01/2026 17:39:23,"-77.127419,-12.03578",21/01/2026 17:39:23,"-77.127419,-12.03578",NO:sd1 ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 17:39:24,0 s,No,,,,Pending
BLI-834_EVO(9050382253),Storage Error,SATURNO ATACOCHA,Alarm End,21/01/2026 17:39:23,"-77.127419,-12.03578",21/01/2026 17:39:23,"-77.127419,-12.03578",NO:HDD ; State:L1_The disk has not recorded for a long time: no recording has been written for more than 2 minutes ; satellites:7,,0.0 km/h,0.0 km/h,21/01/2026 17:39:24,0 s,No,,,,Pending
BTO-932_EVO4(9053066259),Storage Error,YANACOCHA,Alarm End,21/01/2026 17:39:16,"-78.543617,-6.99063",21/01/2026 17:39:16,"-78.543617,-6.99063",NO:sd1 ; State:L1_Damage ; satellites:16,,0.0 km/h,0.0 km/h,21/01/2026 17:39:16,0 s,No,,,,Pending
AYI-924_EVO4(9053063173),Storage Error,MULT. TRNSP. CAJAMARCA,Alarm End,21/01/2026 17:39:15,"-79.368828,-7.611427",21/01/2026 17:39:15,"-79.368828,-7.611427",NO:hdd ; State:L3_Cannot overwrite ; satellites:19,,62.16 km/h,62.16 km/h,21/01/2026 17:39:15,0 s,No,,,,Pending
VDE-744_EVO(8042338363),Storage Error,HAGEMSA,Alarm End,21/01/2026 17:39:15,"-71.824318,-16.503922",21/01/2026 17:39:15,"-71.824318,-16.503922","NO:hdd ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:12",,45.62 km/h,45.62 km/h,21/01/2026 17:39:17,0 s,No,,,,Pending
V9C-705_EVO(6063454643),Storage Error,JULICES,Alarm End,21/01/2026 17:39:12,"-71.269989,-14.333215",21/01/2026 17:39:12,"-71.269989,-14.333215",NO:sd1 ; State:L1_Lost ; satellites:13,,64.25 km/h,64.25 km/h,21/01/2026 17:39:25,0 s,No,,,,Pending
V9C-705_EVO(6063454643),Storage Error,JULICES,Alarm End,21/01/2026 17:39:12,"-71.269989,-14.333215",21/01/2026 17:39:12,"-71.269989,-14.333215",NO:HDD ; State:L1_Lost ; satellites:13,,64.25 km/h,64.25 km/h,21/01/2026 17:39:25,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:39:06,"-77.363022,-11.431982",21/01/2026 17:39:06,"-77.363022,-11.431982",NO:hdd ; State:L1_Lost ; satellites:20,,25.77 km/h,25.77 km/h,21/01/2026 17:40:30,0 s,No,,,,Pending
TAN-922_EVO4(6063452332),Storage Error,MULTITRAC,Alarm End,21/01/2026 17:39:05,"-77.363052,-11.431929",21/01/2026 17:39:05,"-77.363052,-11.431929",NO:hdd ; State:L1_Damage ; satellites:19,,25.73 km/h,25.73 km/h,21/01/2026 17:40:29,0 s,No,,,,Pending
BVT-947_EVO(9053658436),Storage Error,TRANSCORD,Alarm End,21/01/2026 17:39:04,"-77.000984,-12.030619",21/01/2026 17:39:04,"-77.000984,-12.030619","NO:HDD ; State:L2_The disk is written slowly, causing the cached data to be overwritten ; satellites:17",,0.0 km/h,0.0 km/h,21/01/2026 17:39:05,0 s,No,,,,Pending
TAG-846_EVO(8045146805),Storage Error,SERVOSA,Alarm End,21/01/2026 17:38:59,"0.0,0.0",21/01/2026 17:38:59,"0.0,0.0",NO:sd3 ; State:L1_Lost ; satellites:0,,0.0 km/h,0.0 km/h,21/01/2026 17:39:06,0 s,No,,,,Pending
